Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Cannabis
35-44,Female,masters,UK,White,30,43,42,41,48,3,3,0
55-64,Female,somecollege,UK,White,31,33,36,46,42,2,4,0
25-34,Female,left16,UK,White,20,46,39,56,55,1,3,0
35-44,Female,masters,UK,Black,33,36,42,44,43,3,2,0
45-54,Female,somecollege,UK,White,37,45,49,52,41,4,5,0
18-24,Male,university,USA,White,49,35,60,60,36,6,10,1
25-34,Female,left17,USA,White,58,37,43,30,26,6,5,1
45-54,Male,left16,UK,White,33,43,40,39,45,3,5,0
25-34,Female,university,USA,White,54,44,55,36,37,7,9,1
25-34,Male,university,UK,White,29,46,41,55,49,5,4,0
25-34,Female,professional,UK,White,34,50,46,44,39,6,6,0
18-24,Male,somecollege,USA,White,26,41,49,27,30,6,10,1
18-24,Female,left18,USA,White,46,49,59,40,49,5,8,1
18-24,Male,left18,USA,White,43,40,55,47,29,5,7,1
35-44,Male,professional,UK,White,46,37,29,41,47,1,0,0
45-54,Male,masters,Australia,White,27,37,47,38,49,8,7,1
35-44,Male,masters,OtherC,White,33,27,46,41,44,3,1,1
45-54,Female,professional,UK,White,30,42,47,34,48,4,5,0
35-44,Female,professional,UK,White,33,36,45,41,47,6,7,0
18-24,Male,somecollege,USA,White,41,32,46,28,31,2,8,1
18-24,Female,university,OtherC,White,28,32,57,45,57,3,9,1
35-44,Male,left16,UK,White,45,38,47,45,35,6,9,1
25-34,Female,somecollege,USA,White,41,52,55,41,48,2,9,1
25-34,Female,university,USA,White,44,31,54,58,44,2,4,1
18-24,Male,somecollege,USA,White,39,26,47,51,56,1,4,1
25-34,Female,somecollege,OtherC,White,45,33,54,43,37,3,3,1
35-44,Female,professional,UK,White,28,43,38,47,42,2,5,0
25-34,Male,university,USA,White,31,46,46,46,42,6,10,1
55-64,Male,somecollege,USA,White,33,30,45,34,48,5,3,0
18-24,Male,left18,USA,WhiteBlack,32,48,53,43,38,5,9,1
25-34,Female,masters,USA,White,45,44,43,35,36,6,10,1
18-24,Female,left18,Ireland,White,44,37,49,46,34,2,7,1
18-24,Male,somecollege,USA,White,27,43,49,46,45,2,4,1
18-24,Female,university,USA,White,44,32,55,45,49,6,10,1
45-54,Female,left16,UK,White,46,35,34,41,35,8,10,0
18-24,Female,university,USA,White,35,42,46,26,47,6,8,1
45-54,Male,somecollege,USA,White,33,40,48,45,40,6,9,0
18-24,Female,university,USA,White,49,35,31,34,34,4,7,1
18-24,Male,left18,Canada,White,23,36,35,32,50,2,6,0
25-34,Female,left17,UK,White,32,43,51,46,50,6,7,1
25-34,Female,somecollege,UK,WhiteBlack,48,34,40,36,35,7,10,0
18-24,Male,somecollege,USA,Black,46,32,43,42,32,4,7,1
25-34,Female,masters,UK,White,34,36,43,46,44,1,1,1
18-24,Male,somecollege,USA,White,29,59,57,43,36,5,9,1
18-24,Male,university,USA,White,41,33,47,48,37,3,9,1
45-54,Female,university,OtherC,White,32,32,45,39,46,2,4,0
18-24,Male,somecollege,USA,White,36,39,59,36,30,8,10,1
18-24,Male,left17,USA,White,37,42,49,35,39,8,6,1
35-44,Female,doctorate,USA,White,33,39,51,44,55,1,1,0
18-24,Male,university,USA,White,42,29,57,39,57,4,9,1
18-24,Male,somecollege,USA,White,31,39,50,54,38,2,3,1
18-24,Female,somecollege,USA,White,44,27,60,44,36,8,9,1
25-34,Male,university,OtherC,White,36,44,53,40,47,4,9,1
35-44,Female,left16,UK,White,43,36,31,38,27,3,4,1
18-24,Male,somecollege,USA,White,39,39,57,45,30,7,8,1
18-24,Male,university,USA,White,50,29,46,29,36,6,8,1
55-64,Male,masters,UK,White,30,51,32,36,52,6,7,0
45-54,Male,somecollege,USA,White,56,31,46,26,20,3,9,0
25-34,Male,doctorate,USA,White,41,50,60,51,53,5,10,1
18-24,Male,masters,USA,OtherE,28,43,55,50,43,7,7,1
18-24,Male,somecollege,USA,White,34,51,53,45,34,6,8,1
18-24,Male,professional,USA,OtherE,40,39,55,51,37,5,6,1
18-24,Male,somecollege,USA,White,44,36,52,46,38,5,9,1
35-44,Female,professional,USA,White,36,34,40,42,33,5,2,1
35-44,Male,university,USA,OtherE,34,33,54,39,29,5,9,1
18-24,Female,masters,UK,Black,40,34,42,44,39,1,1,0
18-24,Female,left17,USA,White,48,47,53,33,43,6,10,1
18-24,Male,university,USA,White,30,31,53,35,48,5,10,1
18-24,Male,somecollege,USA,White,22,34,53,43,55,2,5,1
25-34,Female,left18,OtherC,White,49,39,49,34,32,6,10,0
25-34,Male,university,OtherC,Asian,29,44,47,42,38,7,9,0
35-44,Female,university,Canada,White,45,35,59,40,51,4,9,1
18-24,Female,masters,UK,White,37,42,39,53,48,2,2,1
45-54,Male,university,UK,White,20,40,47,38,41,5,7,0
18-24,Female,somecollege,USA,OtherE,35,31,48,50,44,6,8,1
25-34,Female,university,USA,White,37,44,50,39,41,8,8,1
18-24,Male,masters,USA,White,14,55,54,45,51,3,9,1
18-24,Male,somecollege,USA,White,51,25,55,39,21,8,5,1
45-54,Female,somecollege,USA,White,49,39,49,46,37,8,4,1
18-24,Male,somecollege,USA,White,28,42,57,36,36,3,7,1
18-24,Female,somecollege,USA,White,48,31,53,41,24,6,5,1
25-34,Male,university,UK,Asian,31,29,42,41,39,5,7,0
18-24,Male,university,USA,White,36,32,47,34,42,3,3,1
18-24,Female,university,USA,White,38,38,52,51,42,6,6,1
25-34,Female,university,USA,White,26,29,47,45,44,3,8,1
25-34,Female,masters,USA,White,32,47,49,26,41,6,9,1
25-34,Female,university,USA,OtherE,44,28,44,33,33,1,2,1
25-34,Female,university,Australia,White,37,22,48,36,35,2,4,1
18-24,Male,left18,OtherC,White,38,40,49,37,27,4,9,1
18-24,Male,university,USA,OtherE,14,52,52,45,55,2,6,1
35-44,Female,university,USA,White,32,32,48,41,50,3,5,1
25-34,Male,somecollege,USA,White,29,44,43,40,44,6,7,1
45-54,Male,university,USA,White,42,34,46,40,30,7,8,0
35-44,Female,professional,USA,White,54,26,52,45,28,6,2,1
35-44,Female,somecollege,USA,White,39,29,49,48,40,3,8,1
35-44,Female,professional,USA,White,35,34,46,47,44,1,0,1
25-34,Female,professional,Australia,White,22,46,57,52,44,7,10,1
55-64,Female,university,USA,White,40,44,49,52,41,6,4,0
18-24,Male,somecollege,OtherC,White,37,37,55,41,33,7,9,1
25-34,Male,university,USA,OtherE,47,39,54,29,48,5,4,1
45-54,Male,doctorate,UK,White,33,34,46,32,41,3,4,0
18-24,Male,somecollege,USA,White,30,43,58,51,45,4,8,1
45-54,Male,university,USA,White,35,44,50,48,50,3,6,1
18-24,Male,somecollege,USA,White,24,48,52,50,49,6,7,1
18-24,Female,university,USA,White,51,33,54,37,31,9,10,1
18-24,Female,somecollege,Canada,White,42,33,49,47,49,8,9,1
45-54,Male,professional,USA,Black,26,33,39,38,47,1,4,1
25-34,Female,university,USA,White,55,30,57,48,34,4,2,0
18-24,Male,left17,Australia,White,39,44,44,41,32,6,9,1
25-34,Male,professional,USA,OtherE,40,46,45,40,47,4,5,1
25-34,Female,masters,UK,White,34,39,43,41,48,3,8,1
35-44,Male,left16,USA,White,31,31,43,46,41,3,3,0
18-24,Male,somecollege,USA,White,34,48,44,29,45,3,7,1
18-24,Male,somecollege,USA,White,22,41,58,41,42,6,7,1
18-24,Male,left17,Australia,White,34,40,50,41,30,7,9,1
35-44,Male,professional,OtherC,White,25,47,50,43,43,2,7,1
18-24,Male,somecollege,USA,White,39,36,44,33,35,1,8,1
18-24,Male,somecollege,USA,White,52,42,56,42,28,9,7,1
18-24,Male,left18,USA,White,33,42,49,42,41,6,9,1
35-44,Male,somecollege,OtherC,White,32,40,51,45,43,3,8,1
55-64,Female,university,Canada,White,21,32,53,40,37,2,6,1
25-34,Female,university,USA,OtherE,32,40,54,42,45,6,7,1
45-54,Male,leftbefore16,USA,White,43,37,49,36,44,5,7,1
18-24,Female,somecollege,USA,White,42,44,60,36,48,6,9,1
25-34,Male,somecollege,USA,White,19,40,58,37,45,3,7,1
18-24,Female,professional,USA,White,36,40,59,39,25,6,9,1
18-24,Female,university,USA,White,37,34,55,45,52,2,5,1
18-24,Female,somecollege,USA,White,47,37,48,38,41,8,5,1
18-24,Male,somecollege,OtherC,White,30,39,48,32,31,4,7,1
18-24,Male,somecollege,USA,White,34,47,55,41,42,4,8,1
25-34,Female,university,OtherC,White,26,46,57,54,50,2,6,1
18-24,Male,left18,USA,White,46,37,55,36,43,2,7,1
18-24,Male,somecollege,Canada,White,28,40,59,48,30,6,10,1
18-24,Male,left17,USA,White,43,31,50,39,39,5,7,1
+64,Male,somecollege,USA,White,55,39,59,49,37,3,6,1
18-24,Male,somecollege,USA,WhiteAsian,35,27,50,38,41,7,9,1
25-34,Male,somecollege,Canada,OtherE,34,36,55,37,36,5,7,1
18-24,Male,left17,USA,White,50,26,42,31,46,3,9,1
18-24,Male,university,Canada,White,35,27,52,38,55,2,5,1
18-24,Male,somecollege,OtherC,White,28,42,48,41,40,6,8,1
18-24,Female,somecollege,USA,White,25,51,57,48,33,6,10,1
18-24,Male,somecollege,USA,White,33,51,50,48,30,6,8,1
25-34,Female,university,USA,White,47,30,37,31,31,5,4,1
18-24,Female,somecollege,USA,White,45,26,48,32,22,7,9,1
18-24,Male,somecollege,Ireland,White,31,53,56,50,45,6,9,1
